;Indice;Valutazione ChatGTP;Answer_ChatBot_Model_Distil_dot (notBest);Valutazione_ChatBot_Distil_dot;Answer_ChatBot_Model_dist_eu;Valutazione_ChatBot_dist_eu;Answer_ChatBot_Model_all_euc;Valutazione_ChatBot_all_euc;Answer_ChatBot_Model_all_euc_weight;Valutazione_ChatBot_all_euc_weight;Answer_ChatBot_Model_all_eu_weight_local;Valutazione_ChatBot_all_euc_weight_local;Answer_ChatBot_Model_all_eu_25;Valutazione_ChatBot_all_eu_25;Domanda ChatGTP;Risposta ChatGTP;Answer_ChatBot_Model_base_dot;Valutazione_ChatBot_base_dot;Answer_ChatBot_Model_base_dot_weight;Valutazione_ChatBot_base_dot_weight;Answer_ChatBot_Model_base_dot_weight_local;Valutazione_ChatBot_base_dot_weight_local
596;30;G;It is necessary to complete your accommodation payment at the time of check in.;G;It is necessary to complete your accommodation payment at the time of check in.;G;It is necessary to complete your accommodation payment at the time of check in.;G;It is necessary to complete your accommodation payment at the time of check in.;G;It is necessary to complete your accommodation payment at the time of check in.;G;It is necessary to complete your accommodation payment at the time of check in.;G;What is the requirement related to accommodation payment during check-in?;Accommodation payment is necessary at the time of check-in.;It is necessary to complete your accommodation payment at the time of check in.;G;It is necessary to complete your accommodation payment at the time of check in.;G;It is necessary to complete your accommodation payment at the time of check in.;G
597;30;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;G;What type of establishment is La Posada del Río Sonora?;La Posada del Río Sonora is a family rest establishment.;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;G
598;30;G;The food consumption service of your stay must be covered at the time of your departure.;G;The food consumption service of your stay must be covered at the time of your departure.;G;The food consumption service of your stay must be covered at the time of your departure.;G;The food consumption service of your stay must be covered at the time of your departure.;G;The food consumption service of your stay must be covered at the time of your departure.;G;The food consumption service of your stay must be covered at the time of your departure.;G;When is the food consumption service of the stay required to be covered?;The food consumption service must be covered at the time of departure.;The food consumption service of your stay must be covered at the time of your departure.;G;The food consumption service of your stay must be covered at the time of your departure.;G;The food consumption service of your stay must be covered at the time of your departure.;G
599;30;G;If the reservation is cancelled 5-7 days prior to arrival, 25% of the deposit will be refunded.;G;If the reservation is cancelled 5-7 days prior to arrival, 25% of the deposit will be refunded.;G;If the reservation is cancelled 5-7 days prior to arrival, 25% of the deposit will be refunded.;G;If the reservation is cancelled 5-7 days prior to arrival, 25% of the deposit will be refunded.;G;If the reservation is cancelled 5-7 days prior to arrival, 25% of the deposit will be refunded.;G;If the reservation is cancelled 5-7 days prior to arrival, 25% of the deposit will be refunded.;G;In case of a reservation cancellation 5-7 days prior to arrival, what refund percentage applies?;In case of a reservation cancellation 5-7 days prior to arrival, 25% of the deposit will be refunded.;If the reservation is cancelled 5-7 days prior to arrival, 25% of the deposit will be refunded.;G;If the reservation is cancelled 5-7 days prior to arrival, 25% of the deposit will be refunded.;G;If the reservation is cancelled 5-7 days prior to arrival, 25% of the deposit will be refunded.;G
600;30;G;The hotel is not responsible for lost or misplaced items.;G;The hotel is not responsible for lost or misplaced items.;S;Please do not leave valuables in your car within view and lock your doors.;G;Please do not leave valuables in your car within view and lock your doors.;G;Please do not leave valuables in your car within view and lock your doors.;G;Please do not leave valuables in your car within view and lock your doors.;G;What precautions are advised regarding the responsibility for lost or misplaced items?;Guests should not leave valuables in their cars within view and should lock their doors.;The hotel is not responsible for lost or misplaced items.;S;The hotel is not responsible for lost or misplaced items.;S;The hotel is not responsible for lost or misplaced items.;S
601;30;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;S;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;S;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;S;What is strictly forbidden at the hotel to ensure the comfort of all guests?;It is strictly forbidden to annoy and not respect the rest of other guests.;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G
602;30;G;It is necessary to complete your accommodation payment at the time of check in.;S;It is necessary to complete your accommodation payment at the time of check in.;S;The check out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G;The check out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G;The check out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G;It is necessary to complete your accommodation payment at the time of check in.;S;At what time does the check-in process start, according to the hotel rules?;Check-in time starts from 1:00 pm.;It is necessary to complete your accommodation payment at the time of check in.;S;It is necessary to complete your accommodation payment at the time of check in.;S;It is necessary to complete your accommodation payment at the time of check in.;S
603;30;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;Why is it strictly forbidden to bring alcoholic beverages into the hotel?;Bringing alcoholic beverages into the hotel is strictly forbidden to ensure guest comfort.;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G;It is strictly forbidden to bring alcoholic beverages into the hotel.;G
604;30;G;It is important to hand over your set of keys when you leave.;S;It is important to hand over your set of keys when you leave.;S;If your keys are not returned or lost, you will be charged a $20.00 replacement fee.;G;If your keys are not returned or lost, you will be charged a $20.00 replacement fee.;G;If your keys are not returned or lost, you will be charged a $20.00 replacement fee.;G;If your keys are not returned or lost, you will be charged a $20.00 replacement fee.;G;What is the consequence of not returning or losing the room keys?;Not returning or losing room keys results in a $20.00 replacement fee.;It is important to hand over your set of keys when you leave.;S;If your keys are not returned or lost, you will be charged a $20.00 replacement fee.;G;If your keys are not returned or lost, you will be charged a $20.00 replacement fee.;G
605;30;G;Every person staying at this establishment is required to identify themselves and register by filling out a registration sheet that will be given to them during check-in.;S;Every person staying at this establishment is required to identify themselves and register by filling out a registration sheet that will be given to them during check-in.;G;Every person staying at this establishment is required to identify themselves and register by filling out a registration sheet that will be given to them during check-in.;G;Every person staying at this establishment is required to identify themselves and register by filling out a registration sheet that will be given to them during check-in.;G;Every person staying at this establishment is required to identify themselves and register by filling out a registration sheet that will be given to them during check-in.;G;Every person staying at this establishment is required to identify themselves and register by filling out a registration sheet that will be given to them during check-in.;G;What is the procedure for check-in, and what documentation is required from guests?;Guests are required to identify themselves and register by filling out a registration sheet during check-in.;Every person staying at this establishment is required to identify themselves and register by filling out a registration sheet that will be given to them during check-in.;G;Every person staying at this establishment is required to identify themselves and register by filling out a registration sheet that will be given to them during check-in.;G;Every person staying at this establishment is required to identify themselves and register by filling out a registration sheet that will be given to them during check-in.;G
606;30;G;If you need an invoice, it is important to request it at the time of your check-in, providing all the necessary data to prepare it.;G;If you need an invoice, it is important to request it at the time of your check-in, providing all the necessary data to prepare it.;G;If you need an invoice, it is important to request it at the time of your check-in, providing all the necessary data to prepare it.;G;If you need an invoice, it is important to request it at the time of your check-in, providing all the necessary data to prepare it.;G;If you need an invoice, it is important to request it at the time of your check-in, providing all the necessary data to prepare it.;G;If you need an invoice, it is important to request it at the time of your check-in, providing all the necessary data to prepare it.;G;When should guests request an invoice if needed, and what information is required for it?;Guests should request an invoice at the time of check-in, providing all necessary data.;If you need an invoice, it is important to request it at the time of your check-in, providing all the necessary data to prepare it.;G;If you need an invoice, it is important to request it at the time of your check-in, providing all the necessary data to prepare it.;G;If you need an invoice, it is important to request it at the time of your check-in, providing all the necessary data to prepare it.;G
607;30;G;The check out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G;The check out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G;The check out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G;The check out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G;The check out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G;The check out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G;What is the check-out time at La Posada del Río Sonora, and is there a tolerance period?;Check-out time is at 11:00 am, with a delivery tolerance of 15 minutes.;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;S;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;S;Hotel La Posada del Río Sonora is a family rest establishment, due to this, it is forbidden to annoy and not respect the rest of other guests.;S
608;30;G;Pets are not allowed to be left alone in a room, with the exception of the small amount of time that you are enjoying our restaurant.;G;Pets are not allowed to be left alone in a room, with the exception of the small amount of time that you are enjoying our restaurant.;G;Pets are not allowed to be left alone in a room, with the exception of the small amount of time that you are enjoying our restaurant.;G;Pets are not allowed to be left alone in a room, with the exception of the small amount of time that you are enjoying our restaurant.;G;Pets are not allowed to be left alone in a room, with the exception of the small amount of time that you are enjoying our restaurant.;G;Pets are not allowed to be left alone in a room, with the exception of the small amount of time that you are enjoying our restaurant.;G;Is there a policy regarding pets, and what are the conditions for their stay at the hotel?;Pets are welcome, but a non-refundable pet fee will be charged, and pets should not be left alone in a room.;Pets are not allowed to be left alone in a room, with the exception of the small amount of time that you are enjoying our restaurant.;G;Pets are not allowed to be left alone in a room, with the exception of the small amount of time that you are enjoying our restaurant.;G;Pets are not allowed to be left alone in a room, with the exception of the small amount of time that you are enjoying our restaurant.;G
609;30;G;Smoking is not permitted in rooms, the restaurant or the TV area.;In;Smoking is not permitted in rooms, the restaurant or the TV area.;In;Smoking is not permitted in rooms, the restaurant or the TV area.;In;Smoking is not permitted in rooms, the restaurant or the TV area.;In;Smoking is not permitted in rooms, the restaurant or the TV area.;In;Smoking is not permitted in rooms, the restaurant or the TV area.;In;Where is smoking permitted within the hotel premises, and where is it strictly prohibited?;Smoking is not permitted in rooms, the restaurant, or the TV area;Smoking is not permitted in rooms, the restaurant or the TV area.;In;Smoking is not permitted in rooms, the restaurant or the TV area.;In;Smoking is not permitted in rooms, the restaurant or the TV area.;In
610;30;G;Fire extinguishers are available throughout the hotel.;G;Fire extinguishers are available throughout the hotel.;G;Fire extinguishers are available throughout the hotel.;G;Fire extinguishers are available throughout the hotel.;G;Fire extinguishers are available throughout the hotel.;G;Fire extinguishers are available throughout the hotel.;G;What safety measure is mentioned, and where are they available throughout the hotel?;Fire extinguishers are available throughout the hotel.;Fire extinguishers are available throughout the hotel.;G;Fire extinguishers are available throughout the hotel.;G;Fire extinguishers are available throughout the hotel.;G
611;30;G;We require a 50% deposit with each reservation.;G;We require a 50% deposit with each reservation.;S;It is necessary to complete your accommodation payment at the time of check in.;S;It is necessary to complete your accommodation payment at the time of check in.;S;It is necessary to complete your accommodation payment at the time of check in.;S;It is necessary to complete your accommodation payment at the time of check in.;S;What deposit is required for lodging, and when is it necessary to make this payment?;A 50% deposit is required for lodging, and it is necessary with each reservation.;It is necessary to complete your accommodation payment at the time of check in.;G;It is necessary to complete your accommodation payment at the time of check in.;G;It is necessary to complete your accommodation payment at the time of check in.;G
612;30;G;In the case of a cancelled reservation or a no show on the day of arrival, no refund applies.;G;In the case of a cancelled reservation or a no show on the day of arrival, no refund applies.;G;In the case of a cancelled reservation or a no show on the day of arrival, no refund applies.;G;In the case of a cancelled reservation or a no show on the day of arrival, no refund applies.;G;In the case of a cancelled reservation or a no show on the day of arrival, no refund applies.;G;In the case of a cancelled reservation or a no show on the day of arrival, no refund applies.;G;What is the refund policy for a cancelled reservation or a no-show on the day of arrival?;In the case of a cancelled reservation or a no-show on the day of arrival, no refund applies.;In the case of a cancelled reservation or a no show on the day of arrival, no refund applies.;G;In the case of a cancelled reservation or a no show on the day of arrival, no refund applies.;G;In the case of a cancelled reservation or a no show on the day of arrival, no refund applies.;G
613;30;G;Due to rising energy costs, we request that upon leaving your room, please discontinue the use of air conditioners, heaters and lights.;G;Due to rising energy costs, we request that upon leaving your room, please discontinue the use of air conditioners, heaters and lights.;G;Due to rising energy costs, we request that upon leaving your room, please discontinue the use of air conditioners, heaters and lights.;G;Due to rising energy costs, we request that upon leaving your room, please discontinue the use of air conditioners, heaters and lights.;G;Due to rising energy costs, we request that upon leaving your room, please discontinue the use of air conditioners, heaters and lights.;G;Due to rising energy costs, we request that upon leaving your room, please discontinue the use of air conditioners, heaters and lights.;G;What energy-saving measures are guests requested to take when leaving their rooms?;Guests are requested to discontinue the use of air conditioners, heaters, and lights when leaving their rooms.;Due to rising energy costs, we request that upon leaving your room, please discontinue the use of air conditioners, heaters and lights.;G;Due to rising energy costs, we request that upon leaving your room, please discontinue the use of air conditioners, heaters and lights.;G;Due to rising energy costs, we request that upon leaving your room, please discontinue the use of air conditioners, heaters and lights.;G
633;32;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Is accommodation with a pet allowed without any conditions?;Accommodation with a pet is allowed, but with an additional cost.;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G
634;32;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;G;According to the text, in what situations is the hotel not liable for damages incurred by the guest?;The hotel is not liable for any damages incurred by the guest outside the Hotel, including the parking.;The Hotel is not liable for any damages incurred by the guest outside the Hotel, including the parking.;G;The Hotel is not liable for any damages incurred by the guest outside the Hotel, including the parking.;G;The Hotel is not liable for any damages incurred by the guest outside the Hotel, including the parking.;G
635;32;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;What financial responsibility does the guest assume in case of damage caused by a pet?;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G
636;32;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;G;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;G;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;G;What damages is the hotel not liable for, including an example mentioned in the text?;The hotel is not liable for loss or damage to jewelry, money, valuables, or personal belongings loosely laid in the hotel room.;The Hotel is not liable for any damages incurred by the guest outside the Hotel, including the parking.;G;The Hotel is not liable for any damages incurred by the guest outside the Hotel, including the parking.;G;The Hotel is not liable for any damages incurred by the guest outside the Hotel, including the parking.;G
637;32;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;During which hours is a guest obliged to observe a night's rest in the hotel?;From 22:00 to 7:00, the guest is obliged to observe a night's rest.;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G
638;32;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;During which hours is a guest obliged to observe a night's rest, according to the text?;From 22:00 to 7:00, the guest is obliged to observe a night's rest.;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G;From 22:00 to 7:00 the guest is obliged to observe a night's rest.;G
639;32;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, what financial responsibility does the guest assume?;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G
640;32;G;The fine for smoking in the hotel room and other areas of the hotel (also in the toilet or from the window) is 150 €.;G;The fine for smoking in the hotel room and other areas of the hotel (also in the toilet or from the window) is 150 €.;G;The fine for smoking in the hotel room and other areas of the hotel (also in the toilet or from the window) is 150 €.;G;The fine for smoking in the hotel room and other areas of the hotel (also in the toilet or from the window) is 150 €.;G;The fine for smoking in the hotel room and other areas of the hotel (also in the toilet or from the window) is 150 €.;G;The fine for smoking in the hotel room and other areas of the hotel (also in the toilet or from the window) is 150 €.;G;What is the penalty for smoking in the hotel room or other areas, as mentioned in the text?;The penalty for smoking in the hotel room or other areas is 150 €.;The fine for smoking in the hotel room and other areas of the hotel (also in the toilet or from the window) is 150 €.;G;The fine for smoking in the hotel room and other areas of the hotel (also in the toilet or from the window) is 150 €.;G;The fine for smoking in the hotel room and other areas of the hotel (also in the toilet or from the window) is 150 €.;G
641;32;G;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;What recommendation is given to guests regarding the safety of their personal belongings?;Guests are recommended to use the safe deposit box at the reception for the safety of their personal belongings.;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G
642;32;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;G;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;G;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;G;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;G;According to the text, who is responsible for damage caused to the customer during their stay in the hotel?;The operator is responsible for damage caused to the customer during their stay in the hotel.;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;G;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;G
643;32;G;If the room is not vacated after 15:00, the full amount per room will be provided by a guest.;G;If the room is not vacated after 15:00, the full amount per room will be provided by a guest.;S;If the room is not vacated after 15:00, the full amount per room will be provided by a guest.;S;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;S;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;S;If the room is not vacated after 15:00, the full amount per room will be provided by a guest.;G;What is the consequence for not vacating the room after 15:00?;If the room is not vacated after 15:00, the full amount per room will be provided by the guest.;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;S;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;S;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;S
644;32;G;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;What is recommended to guests for the safety of their valuables and personal belongings?;Guests are recommended to use the safe deposit box for the safety of their valuables and personal belongings.;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;For the safety of your personal belongings and valuables, we recommend you to use the safe deposit box that is at the reception.;G
645;32;G;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;The hotel is not responsible for loss or damage to jewelry, money, valuables or personal belongings loosely laid in the hotel room.;S;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;S;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;S;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;S;The operator is liable for damage caused to the customer during the stay in the hotel in accordance with the relevant provisions of the Civil Code and other generally binding legal regulations valid and effective in the territory of the Slovak Republic.;S;According to the text, who is responsible for damages caused to the hotel property, and based on what regulations?;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G
646;32;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Is accommodation with a pet allowed, and what condition is associated with it?;Accommodation with a pet is allowed, but with an additional cost.;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G;Accommodation with a pet is allowed, BUT with an additional cost.;G
647;32;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;What responsibility does the guest hold for damages caused to the hotel property, and based on what regulations?;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G
648;32;G;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G;What fee will be charged if the room is not vacated between 12:00 - 15:00?;A fee of 50% of the accommodation price will be charged if the room is not vacated between 12:00 - 15:00.;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G;In case that the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G
