;Indice;Domanda ChatGTP;Risposta ChatGTP;Valutazione ChatGTP
468;23;What insurance requirements do exhibitors need to fulfill, and what documentation must be produced on arrival?;Exhibitors must be insured against all risks, including theft, fire, and legal liability against third parties;G
469;23;What prohibitions are in place regarding the stands, including damage to walls, machine activation, fire risks, and remaining inside after closing?;It is strictly forbidden to damage the walls of the stand, change their colors, activate machines without security requirements, make demonstrations that could cause fire risks, or remain inside the exhibition after closing.;G
470;23;If exhibitors require extra services, whom should they contact, and how are the expenses for these services managed?;Exhibitors asking for extra services should contact the Congress Centre;G
471;23;What is the contact information for requesting extra services, and who negotiates directly with the event manager for these services?;Exhibitors should contact the Congress Centre at +39 0323 913990, fax: +39 0323 913847, or email sonia@zaccherahotels.com for extra services.;G
472;23;What are the insurance coverage requirements against risks, including theft, fire, and legal liability against third parties?;Exhibitors must be insured against all risks, including theft, fire, and legal liability against third parties.;G
473;23;What conditions apply to the use of water, and what services are strictly forbidden during the exhibition?;It is forbidden to use water, and certain activities are strictly forbidden during the exhibition.;S
474;23;What is the exhibitor's responsibility if the furnishing of the stand is not suitable?;If the furnishing of the stand is not suitable, it will be removed at the exhibitor's expense.;G
475;24;How does Travel Champs handle discrepancies in pick-up numbers during the tournament lead-up?;If pick-up numbers are much lower than the requested block, the team may be contacted to provide details, and attempts to circumvent hotel policy may result in removal from the tournament with no refund.;G
476;24;What is the policy regarding tournament room rates before and after the specified tournament dates?;Tournament Room Rates may not be available before and/or after the tournament dates, and prevailing room rates would apply.;G
477;24;What is the policy regarding the presence of hockey sticks in the hotels?;No hockey sticks of any kind are permitted in the hotels.;G
478;24;What is emphasized as a direct reflection on the community representatives' behavior?;The behavior of team members is emphasized as a direct reflection on the community representatives.;G
479;24;What action does the Team Manager need to take regarding the rules provided?;The Team Manager needs to provide a copy or discuss the rules with members of the group prior to arrival.;G
480;24;What is the potential outcome if a team is removed from hotel premises due to rule violations?;Continued disruptive behavior could result in removal from the hotel premises.;G
481;24;What activities related to hockey sticks are explicitly not permitted in the hotel?;"""Hall Hockey"" and ""Knee Stick Hockey"" are not permitted in the hotel.";G
482;24;What restrictions are placed on the use of discounts, coupons, or other hotel rates by tournament guests?;No discounts, coupons, or other hotel rates may be used by tournament guests.;G
483;24;What is prohibited in hotel hallways and common areas according to the provided rules?;No running in the hotel hallways or common areas.;G
484;24;What fees will not be refunded in the case of removal from hotel premises for disruptive behavior?;No refund of hotel or tournament registration fees will be made in the case of removal from hotel premises for disruptive behavior.;G
485;24;Who should be contacted for clarification or information about the rules mentioned in the text?;For clarification or information about the rules, contact the Congress Centre at Tel: +39 0323 913990, Fax: +39 0323 913847, or email sonia@zaccherahotels.com.;G
486;24;How are cancellations handled, and what is the advice regarding checking out earlier than scheduled?;Cancellations are handled on a hotel-by-hotel basis, following the signed agreement with the hotel.;G
487;24;What is the curfew time for children under the age of 16, and what are the restrictions after this time?;All children under the age of 16 must be in a guest room after 11:00 pm, and they are not permitted in hallways or common areas.;G
488;24;In the event of damage to hotel property, who will be held responsible, and what charges may apply?;In the event of any damage to hotel property, parents and/or the team’s representative will be held responsible to compensate the hotel for any loss.;G
489;24;How should the telephone system be used, and what action can hotels take if misused?;The telephone system should be used responsibly, and hotels reserve the right to deactivate telephones if misused.;G
490;24;How many warnings do hotels provide for rule violations, and what are the potential consequences of continued disruptive behavior?;Hotels will provide only one warning when violations of the rules are observed, and continued disruptive behavior could result in removal from the hotel premises with no refund.;G
491;24;What is the requirement for traveling teams regarding accommodation at partner hotels?;Traveling teams must stay together at one of the partner hotels.;G
492;24;What is the age requirement for children to be accompanied at all times in the hotels?;Children under 10 must be accompanied at all times in the hotels, including common areas and swimming pools.;G
493;24;What authority does Travel Champs reserve regarding violations of the provided rules?;Travel Champs reserves the authority to bar participation in future tournaments for violations of the rules.;G
494;24;Under what conditions can Travel Champs bar participation in future tournaments for a team?;If any issues arise during the stay that would result in authorities being called or the team being kicked out of the hotel, Travel Champs reserves the right to bar participation in further tournaments pending an inquiry.;G
495;25;What is the check-out time for guests at the hotel?;Check-out time is until 12:00.;G
496;25;What is the policy for guaranteed reservations regarding cancellation and refunds?;"Guaranteed reservations can be canceled up to 72 hours before arrival without penalty; later incurs non-refundable prepayment for the first night.";G
497;25;Are pets allowed in the main building of the hotel and hostels?;Pets are not allowed in the main building.;G
498;25;What identification document must be presented during registration?;An identity document (passport or ID-card) must be presented during registration.;G
499;25;What security regulations are mentioned regarding electronic keys and presenting identification documents after 23:00?;"Do not give electronic keys to third parties; guests in the room after 23:00 should present an identity document.";G
500;25;What are the rules regarding housekeeping, including cleaning times and towel changes?;"Rooms cleaned between 10:00 and 16:00; next day if fault of the guest; towels can be changed on the current day at the guest's request.";G
501;25;"What is the operating mode of the ""WHITE HOTEL & HOSTEL""?";The operating mode is around the clock.;G
502;25;How can guests contact the hotel if they have any missing important information?;Contact hotel via email at whitehotelandhostel@gmail.com or phone +996500605065.;G
503;25;Is there a contact number and email address provided for guests to contact the hotel?;Contact email is whitehotelandhostel@gmail.com, phone number is +996500605065.;G
504;25;At what time can guests register at the hotel, and what is the minimum age for registration?;Registration is from 14:00, and the minimum age for registration is 18 years.;G
505;25;Who can stay in the hotel if they are under 18 years old, and under what conditions?;Children and young people under 18 can stay with parents or authorized representatives.;G
506;25;Is late check-out possible, and what are the associated costs?;Late check-out is possible until 15:00 for an additional half of the room rate, after 15:00 - full price for an extra night.;G
507;25;Where is free parking available, and how can guests guarantee a parking space?;"Free parking is available on streets adjacent to the hotel; a reservation guarantees a seat.";G
508;25;Are guests allowed to take photographs and videos anywhere in the hotel, and are there any restrictions?;Photographing and video shooting in office and kitchen areas without consent are prohibited.;G
509;25;What payment methods are accepted for hotel services, and when must payment be made?;"Payments in cash (KGS, USD), transfer, or payment card; payment at check-in.";G
510;25;How is a reservation considered guaranteed, and until what time is a non-guaranteed reservation held?;A reservation is guaranteed with valid payment card details or prepayment in cash/transfer;G
511;25;During specific periods, what deposit is charged for reservations, and when is it applied?;In selected periods, a one-night deposit is charged at booking (01.06 – 31.08, 25.12 – 08.01, 01;G
512;25;How can guests cancel guaranteed reservations without incurring penalties, and what happens if the cancellation is not informed in time?;Cancellations for guaranteed reservations within 72 hours incur a penalty of one night's fare if not informed in time.;G
513;25;What is the penalty for smoking in rooms and public areas, and are there designated smoking areas?;"Smoking in rooms/public areas prohibited; penalty is $200 (14,000 soms); designated smoking areas in the courtyard.";G
514;25;"During what periods is the ""First night – No refund"" rate applied, and what are the conditions for changing stay dates during this period?";"""First night – No refund"" rate applies during specific periods (01.06 – 31.08, 25.12 – 08.01, 01";G
515;26;"What is the definition of ""Reservation"" in the context of the AZIMUT Hotels Reservation Policy?";"""Reservation"" refers to the assignment to the Consumer of a room in the Hotel or Sanatorium based on the terms defined by the application of the Customer or the Consumer, confirmed by the Contractor.";G
516;26;"What is the role of an ""Acceptance"" in the AZIMUT Hotels Reservation Policy?";"""Acceptance"" is the consent of the person interested in purchasing hotel services to enter into a contract.";G
517;26;"What does ""Hotel"" or ""Sanatorium"" refer to in the context of these rules?";"""Hotel"" or ""Sanatorium"" refers to an accommodation facility in the AZIMUT Hotels chain, providing hotel services and belonging to the types of hotels stipulated by the regulation on hotel classification.";G
518;26;What are the different methods of booking a room in the Hotel or Sanatorium according to the rules?;The methods of booking include online applications on the website, sending an application by email or phone, directly at the Hotel or Sanatorium, and on online portals selling hotel services.;G
519;26;"How is a reservation considered ""guaranteed,"" and what are the conditions for it?";"A reservation is considered ""guaranteed"" if the Customer pays the cost of a day of stay no later than 3:00 p.m";G
520;26;"What is the role of the ""Customer"" in the reservation process according to the rules?";"The ""Customer"" is an individual or a legal entity intending to order or purchase hotel services for the benefit of the consumer.";G
521;26;"What is the significance of a ""Guaranteed reservation"" and how is it canceled without a fee?";"""Guaranteed reservation"" is significant as it expects payment from the Consumer and can be canceled without a fee 24 hours before arrival.";G
522;26;How is a reservation considered canceled in the case of non-arrival or late arrival?;A reservation is considered canceled in case of non-arrival, late arrival, or failure to make an advance payment.;G
523;26;"How is the term ""Price Lists"" defined, and what information do they include?";"""Price Lists"" are internal acts of the Contractors establishing room categories, prices, the cost of extra services, and other relevant information.";G
524;26;What is the procedure for cancellation of a reservation, and under what circumstances can it be canceled?;The procedure for cancellation involves failure to make an advance payment, sending a cancellation notification, non-arrival of the Guest(s) for guaranteed reservations, and non-arrival by 3:00 p.m;G
525;26;"How is the cost of a room per day calculated, and what does ""twenty-four hours"" mean in this context?";"The cost of a room per day is calculated based on the check-in and check-out time, with ""twenty-four hours"" defined as the period from check-in time to the check-out time on the day following arrival.";G
526;26;How can a Customer change information in a valid (confirmed) application, and within what timeframe?;To change information in a confirmed application, the Customer must send an application to the Contractor at least 24 hours in advance.;G
527;26;What information does the confirmation of reservation include, and how is it communicated to the Customer?;Confirmation includes room details, pricing, booking conditions, and is sent via information messages to the Customer's email, messengers, and posted on the Website.;G
528;26;What are the two types of reservations used in Hotels and Sanatoriums, and how do they differ?;"Two types of reservations are ""Guaranteed reservation"" (requiring advance payment) and ""Non-guaranteed booking"" (no advance payment, canceled by 3:00 p.m";G
529;26;How can a Customer obtain a refund for a canceled reservation, and what is the process?;To obtain a refund, the Customer needs to fill out and send a refund application to the hotel by email, which will be processed within 5 working days.;G
530;26;Can the AZIMUT Hotels Company LLC unilaterally change the rules, and when do such changes come into force?;AZIMUT Hotels Company LLC can unilaterally change the Rules at any time without special notice, with changes effective from the posting date on the Website, and the Customer is responsible for monitoring such changes.;G
531;26;What happens if the invoice is not paid by the Customer in due time according to the rules?;If the invoice is not paid in due time, the reservation is considered non-guaranteed, and payment is made at the current rate on the date of arrival.;G
532;26;"Who is defined as the ""Consumer"" or ""Guest"" in the AZIMUT Hotels Reservation Policy?";"""Consumer"" or ""Guest"" is an individual intending to order or purchase hotel services for personal needs not related to business activities.";G
533;26;"What is the significance of a ""Public offer"" in the context of these rules?";"A ""Public offer"" is an offer to an unlimited number of persons interested in purchasing hotel services, constituting the Contractor's offer to conclude a contract.";G
534;26;"How does Limited Liability Company ""AZIMUT Hotels Company"" act in the context of these rules?";"Limited Liability Company ""AZIMUT Hotels Company"" acts based on powers of attorney issued by the Contractors.";G
535;27;Since when has Guesthouse Kolinska been 100% Smoke-Free?;100% Smoke-Free since 2017.;G
536;27;What is the policy for credit card authorization by private third parties?;"Generally not permitted; specific procedures for paying on behalf of a family member.";G
537;27;How is tax exemption handled for guests with GSA payment cards?;Taxed or exempt based on individual GSA payment card status.;G
538;27;What is the Tourist Tax for visitors to Bled municipality mentioned in the text?;313 €;S
539;27;What is the penalty for smoking in prohibited areas, according to the policy?;Minimum fee of 200€, considered house rule violence.;G
540;27;Are pets allowed in Guesthouse Kolinska?;Not allowed.;G
541;27;What are the check-in requirements, particularly regarding age and identification?;Guests must be 18 years old, provide valid government-issued photo ID, and a signed, pre-approved credit card.;G
542;27;How is the check-out procedure conducted?;Guests need to check out with the Front Desk;G
543;27;What happens if a guest checks out in the early hours before 7:30?;"Guests checking out before 7:30 must drop the room key in the mailbox; early checkout is not subject to reimbursement.";G
544;27;Does Guesthouse Kolinska accommodate special requests for room preferences?;"Effort to honor special requests; availability not guaranteed in advance.";G
545;27;What is the penalty for cooking in a guest room, and what appliances are prohibited?;Minimum fee of 200€, cooking appliances prohibited.;G
546;27;What is the requirement for guaranteed reservations, and what credit cards are accepted?;Valid major credit card, guests must be 18 years or older;G
547;27;What is the check-in time at Guesthouse Kolinska, and what happens after 20:00 for late arrivals?;16:00 to 20:00;G
548;27;Is early check-in available, and is there an extra charge for guaranteed early check-in?;Based on availability, extra charge for guaranteed early check-in.;G
549;27;What is the pre-authorization process at check-in, and how long does it take for the hold to be released?;Pre-authorization of credit/debit cards for the full amount of the intended stay, plus tax.;G
550;27;What payment methods are accepted, and are checks and foreign currency allowed?;Reservations and registration must be guaranteed with a major credit card (Visa and Master Card);G
551;27;What is the quiet hours policy, and what actions can be taken if there is a disruptive guest?;22:00 through 7:30;S
552;27;What is the check-out time at Guesthouse Kolinska?;11:00;G
553;27;What information is required for guest registration?;Requires valid contact information, including name, address, phone number, and signature.;G
554;27;Under what circumstances does Guesthouse Kolinska reserve the right to refuse service?;Reserved for reasons like non-payment, intoxication, disturbance, etc.;G
574;29;In what form is the accommodation contract always concluded, according to the text?;The accommodation contract is always concluded in written form;G
575;29;How does the text describe the rights and obligations of contractual parties not expressly regulated by the accommodation contract?;The rights and obligations of the contractual parties not expressly regulated by the accommodation contract are covered by these Accommodation Rules and the price list of services of the Lodging Provider;G
576;29;What is the Guest obligated to do upon arrival at the hotel reception?;Upon arrival, the Guest is obliged to announce their arrival to the hotel reception, present ID, passport, or proof of identity, pay the accommodation price, and provide a deposit if required.;G
577;29;What are the restrictions imposed on the Guest in terms of using and handling certain items within the accommodation premises?;The Guest is restricted from making substantial changes to accommodation premises, taking away equipment, using unauthorized appliances, and leaving the premises for another person.;G
578;29;In case of damage caused by the Guest exceeding the paid deposit, what is the Guest obliged to do?;If the value of damage exceeds the deposit, the Guest must pay the difference to the Provider.;G
579;29;What safety measures and plans should the Guest be aware of, according to the text?;The Guest should be aware of safety regulations and the evacuation plan in case of fire.;G
580;29;By what time is the Guest obliged to leave the room on the day of departure?;The Guest is obliged to leave the room by 11:00 a.m;G
581;29;According to the text, on what basis is the accommodation contract concluded at Grandium Hotel Prague?;The accommodation contract at Grandium Hotel Prague is concluded on the basis of the accommodation contract pursuant to the regulation § 2326 and the law No;G
582;29;What is the purpose of the deposit requested by the Lodging Provider upon the Guest's arrival?;The Lodging Provider may require a deposit of EUR 50 per room/night upon the Guest's arrival, refundable on departure or used to cover potential damages.;G
583;29;How does the text describe the Guest's responsibilities during their stay at the hotel?;The Guest is responsible for reading and following the Accommodation Rules, paying the accommodation price, proper use of premises, maintaining order, and reporting any damage caused.;G
584;29;What does the Lodging Provider do if the Guest leaves their belongings in the room after the end of their stay and the accommodation is not paid?;If the Guest leaves belongings after the end of the stay and accommodation is not paid, the Lodging Provider moves the items away and stores them until payment.;G
585;29;How is the Lodging Provider's responsibility limited for damage to brought possessions, according to the text?;The Lodging Provider's responsibility for damage to brought possessions is limited to 100 times the price of accommodation per 1 day.;G
586;29;What should the Guest ensure before leaving the hotel room, according to the text?;Before leaving the hotel room, the Guest should ensure that all service charges are properly paid.;G
587;29;How is the accommodation contract concluded, and what are the conditions for payment of the service cost mentioned in the contract?;The accommodation contract is concluded by making a reservation in written form or by phone and confirming this reservation in written form;G
588;29;What is the procedure for cancellation of a reservation, withdrawal from the contract before being accommodated, and failure to arrive for check-in?;The Guest can withdraw from the Accommodation Contract before the date of check-in without stating a reason;G
589;29;How is the accommodation period arranged, and when does the accommodation of guests typically take place?;The accommodation period is arranged during the Guest's check-in, and accommodation typically takes place from 15:00 (3 p.m.) on the day of the announced arrival.;G
590;29;What is the Lodging Provider's responsibility for damage to left possessions, and what regulations does it follow?;The responsibility of the Lodging Provider for damage to left possessions follows the regulation §2945 et seq;G
591;29;What is the Lodging Provider's procedure regarding loss and findings, and for how long are they kept?;Loss and findings are kept for a maximum of 3 months after departure and can be sent to the client upon request and payment of postage.;G
592;29;How does the text define the responsibility of the Guest for caused damage to the Lodging Provider's property?;The Guest is responsible for caused damage to the Lodging Provider's property, covered by the paid deposit.;G
593;29;Under what circumstances is the Lodging Provider entitled to terminate the accommodation contract before the agreed period without notice?;"The Lodging Provider is entitled to terminate the accommodation contract before the expiration of the agreed period, even without notice, if the Guest does not comply with obligations arising from the accommodation contract, the Accommodation Rules, and / or the price list of the Lodging Provider, or otherwise violates good manners of the Hotel (""Misconduct"") after being warned.";G
594;30;What must guests do with their set of keys when leaving the hotel?;Guests must hand over their set of keys when leaving the hotel.;G
595;30;What is the refund policy for a reservation cancelled 1-2 days before the scheduled arrival?;For a reservation cancelled 1-2 days before the scheduled arrival, 50% of the deposit will be refunded.;G
596;30;What is the requirement related to accommodation payment during check-in?;Accommodation payment is necessary at the time of check-in.;G
597;30;What type of establishment is La Posada del Río Sonora?;La Posada del Río Sonora is a family rest establishment.;G
598;30;When is the food consumption service of the stay required to be covered?;The food consumption service must be covered at the time of departure.;G
599;30;In case of a reservation cancellation 5-7 days prior to arrival, what refund percentage applies?;In case of a reservation cancellation 5-7 days prior to arrival, 25% of the deposit will be refunded.;G
600;30;What precautions are advised regarding the responsibility for lost or misplaced items?;Guests should not leave valuables in their cars within view and should lock their doors.;G
601;30;What is strictly forbidden at the hotel to ensure the comfort of all guests?;It is strictly forbidden to annoy and not respect the rest of other guests.;G
602;30;At what time does the check-in process start, according to the hotel rules?;Check-in time starts from 1:00 pm.;G
603;30;Why is it strictly forbidden to bring alcoholic beverages into the hotel?;Bringing alcoholic beverages into the hotel is strictly forbidden to ensure guest comfort.;G
604;30;What is the consequence of not returning or losing the room keys?;Not returning or losing room keys results in a $20.00 replacement fee.;G
605;30;What is the procedure for check-in, and what documentation is required from guests?;Guests are required to identify themselves and register by filling out a registration sheet during check-in.;G
606;30;When should guests request an invoice if needed, and what information is required for it?;Guests should request an invoice at the time of check-in, providing all necessary data.;G
607;30;What is the check-out time at La Posada del Río Sonora, and is there a tolerance period?;Check-out time is at 11:00 am, with a delivery tolerance of 15 minutes.;G
608;30;Is there a policy regarding pets, and what are the conditions for their stay at the hotel?;Pets are welcome, but a non-refundable pet fee will be charged, and pets should not be left alone in a room.;G
609;30;Where is smoking permitted within the hotel premises, and where is it strictly prohibited?;Smoking is not permitted in rooms, the restaurant, or the TV area;G
610;30;What safety measure is mentioned, and where are they available throughout the hotel?;Fire extinguishers are available throughout the hotel.;G
611;30;What deposit is required for lodging, and when is it necessary to make this payment?;A 50% deposit is required for lodging, and it is necessary with each reservation.;G
612;30;What is the refund policy for a cancelled reservation or a no-show on the day of arrival?;In the case of a cancelled reservation or a no-show on the day of arrival, no refund applies.;G
613;30;What energy-saving measures are guests requested to take when leaving their rooms?;Guests are requested to discontinue the use of air conditioners, heaters, and lights when leaving their rooms.;G
633;32;Is accommodation with a pet allowed without any conditions?;Accommodation with a pet is allowed, but with an additional cost.;G
634;32;According to the text, in what situations is the hotel not liable for damages incurred by the guest?;The hotel is not liable for any damages incurred by the guest outside the Hotel, including the parking.;G
635;32;What financial responsibility does the guest assume in case of damage caused by a pet?;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G
636;32;What damages is the hotel not liable for, including an example mentioned in the text?;The hotel is not liable for loss or damage to jewelry, money, valuables, or personal belongings loosely laid in the hotel room.;G
637;32;During which hours is a guest obliged to observe a night's rest in the hotel?;From 22:00 to 7:00, the guest is obliged to observe a night's rest.;G
638;32;During which hours is a guest obliged to observe a night's rest, according to the text?;From 22:00 to 7:00, the guest is obliged to observe a night's rest.;G
639;32;In case of damage caused by a pet, what financial responsibility does the guest assume?;In case of damage caused by a pet, the guest assumes 100 percent financial responsibility for this.;G
640;32;What is the penalty for smoking in the hotel room or other areas, as mentioned in the text?;The penalty for smoking in the hotel room or other areas is 150 €.;G
641;32;What recommendation is given to guests regarding the safety of their personal belongings?;Guests are recommended to use the safe deposit box at the reception for the safety of their personal belongings.;G
642;32;According to the text, who is responsible for damage caused to the customer during their stay in the hotel?;The operator is responsible for damage caused to the customer during their stay in the hotel.;G
643;32;What is the consequence for not vacating the room after 15:00?;If the room is not vacated after 15:00, the full amount per room will be provided by the guest.;G
644;32;What is recommended to guests for the safety of their valuables and personal belongings?;Guests are recommended to use the safe deposit box for the safety of their valuables and personal belongings.;G
645;32;According to the text, who is responsible for damages caused to the hotel property, and based on what regulations?;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G
646;32;Is accommodation with a pet allowed, and what condition is associated with it?;Accommodation with a pet is allowed, but with an additional cost.;G
647;32;What responsibility does the guest hold for damages caused to the hotel property, and based on what regulations?;The guest is responsible for damages caused to the hotel property according to the valid legal regulations of the Slovak Republic.;G
648;32;What fee will be charged if the room is not vacated between 12:00 - 15:00?;A fee of 50% of the accommodation price will be charged if the room is not vacated between 12:00 - 15:00.;G
649;32;What is the consequence for not vacating the room after 15:00, according to the text?;If the room is not vacated after 15:00, the full amount per room will be provided by the guest.;G
650;32;What specific areas are mentioned where smoking is strictly forbidden in the hotel?;Smoking is strictly forbidden in the hotel room and other areas of the hotel (also in the toilet or from the window).;G
651;32;What is the specific fine amount mentioned for smoking violations in the hotel?;The fine for smoking violations in the hotel is 150 €.;G
652;32;At what time does the hotel charge a fee if the room is not vacated?;If the room is not vacated between 12:00 - 15:00, a fee of 50% of the accommodation price will be charged.;G
653;33;What is the purpose of the Hotel Rules and Regulations for GREEN INN in Ostravice?;The purpose of the Hotel Rules and Regulations for GREEN INN in Ostravice is to set clearly defined rules, rights, and obligations for all guests accommodated in the hotel.;G
654;33;What is the contact number for the night guard in case of a serious problem between 7:00 p.m;The contact number for the night guard in case of a serious problem between 7:00 p.m;G
655;33;What security measure is mentioned regarding the sauna in the wellness area?;For security reasons, the sauna is automatically switched off at 10 p.m.;G
656;33;What is the role of the accommodated guest in relation to the Hotel Rules and Regulations?;Each accommodated guest is under strict obligation to observe the provisions set forth in the Hotel Rules and Regulations.;G
657;33;Where are the designated smoking areas within the hotel premises?;Designated smoking areas are on the balconies, terrace, or the space in front of the building.;G
658;33;What obligations do guests have in terms of room maintenance when leaving?;Each accommodated guest is under strict obligation to observe the provisions set forth in the Hotel Rules and Regulations.;G
659;33;Is there a password required for the Wi-Fi internet connection in the hotel?;No, there is no password required for the Wi-Fi internet connection in the hotel.;G
660;33;Who maintains the accommodated guests registry, and what role do they play in providing room keys?;The accommodated guests registry is maintained by the front desk clerk, who also provides the room keys.;G
661;33;How can guests reach the front desk from their hotel room, and what is the contact number for urgent matters between 7:00 p.m;Guests can reach the front desk from their hotel room by dialing 1555;G
662;33;Until what time is buffet-style breakfast served, and when is the restaurant open until?;Buffet-style breakfast is served from 7 a.m;G
663;33;What procedure is advised for guests who consume goods from the minibar, and when should it be done?;In case of consuming any goods from the minibar, guests should fill in the form available on the table and hand it in at the front desk when settling the bill upon check-out.;G
664;33;What is the rule regarding spiked golf shoes when entering the hotel building, and where should guests change their shoes?;It is forbidden to enter the hotel building in spiked golf shoes;G
665;33;Is there a fee for entry to the wellness area, and what is the mandatory requirement for accessing it?;Entry to the wellness area is free for all hotel guests, but prior booking at the front desk is mandatory;G
666;33;By what time are guests required to leave their rooms when checking out, and what actions are they obliged to take before leaving?;Guests are required to leave their room by 10 a.m;G
667;33;What is the procedure for guests who consume items from the minibar, and when should it be completed?;In case of consuming any items from the minibar, guests should fill in the form and hand it in at the front desk when settling the bill upon check-out.;G
668;33;What is the policy for accessing the wellness area, and what is the mandatory requirement for it?;Entry to the wellness area is free for all hotel guests, but prior booking at the front desk is mandatory.;G
669;33;What security measure is in place for the sauna, and at what time is it automatically switched off?;For security reasons, the sauna is automatically switched off at 10 p.m.;G
670;33;What time are guests required to leave their rooms during check-out, and what actions are they required to take before leaving?;Guests are required to leave their room by 10 a.m;G
671;33;What is forbidden in all rooms regarding smoking and electrical appliances that are not part of the room amenities?;Smoking and usage of any electrical appliances (such as cookers, irons, or electric kettles) which are not part of the room amenities are forbidden in all rooms.;G
672;33;What is forbidden in terms of footwear when entering the hotel building?;It is forbidden to enter the hotel building in spiked golf shoes.;G
673;34;How many bed rooms with attached bathrooms should a Boutique Hotel have according to the guidelines?;A Boutique Hotel should have a minimum of 10 bedrooms with attached bathrooms.;G
674;34;What facilities should be available in the mechanized laundry of a Boutique Hotel?;A mechanized laundry with dry cleaning facilities capable of processing all hotel linen and guest linen or a facility to handle such items using suitable outside sources shall be available.;G
675;34;What is the requirement for detergents and chemicals used in the hotel?;Detergents and chemicals used should be Bio-degradable.;G
676;34;How often should bed linen and towels be changed in guest rooms?;Bed linen and towels should be changed daily or as requested by guests.;G
677;34;What is the maximum number of floors allowed for a Boutique Hotel building?;Boutique Hotel/building should not have more than two floors, including the ground floor.;G
678;34;What backup power supply capacity should a Boutique Hotel's generator have?;A generator capable of providing 100% backup power supply should be available in case of failure of the main power supply.;G
679;34;What is the recommended sense of spaciousness in the building to land ratio for the hotel?;The hotel should portray a sense of spaciousness in the building to land ratio, and adequate space must be available for guests to rest and relax;G
680;34;What measures should be in place to ensure the safety and security of guests and their belongings?;The hotel should ensure adequate safety and security of the guests and their belongings, with necessary surveillance measures in place.;G
681;34;What parameters should be maintained for water quality in a swimming pool, according to the guidelines?;In a swimming pool with fresh water, the water quality shall be maintained within the following parameters: pH 7.4 to 7.6, Residual Chlorine minimum 0.5 ppm (1.0 ppm is recommended).;G
682;34;What is the recommended size of the bed room in a Boutique Hotel, excluding attached balcony and toilet?;The size of the bedroom (excluding attached balcony and toilet) should be a minimum of 30.0 sq.m.;G
683;34;What facilities should be available in the bathroom of every guest room?;The bathroom of every guest room should be a minimum of 4.5 sq.m;S
684;34;What must be available in the room to ensure the safety of guests' belongings?;A keyless safe deposit locker must be available in the room.;G
685;34;What communication facilities should be accessible to guests in their rooms?;Access to communication facilities such as the Internet/email must be available if required by the guests.;G
686;34;What information should be prominently displayed on the inner surface of the entrance door regarding emergency exits?;A plan of the building indicating the emergency exit path/s must be prominently displayed on the inner surface of the entrance door.;G
687;34;What quality standards are recommended for bed linen, towels, bath robes, and slippers in guest rooms?;Adequate supply of very good quality bed linen with a high percentage of cotton, blankets, and mattress covers;G
688;34;What temperature range should be maintained in air-conditioned bed rooms, and what provision should be made for fresh air?;Internationally accepted comfort range of temperature must be maintained in all guest rooms, and in the case of air-conditioned bedrooms, there should be a variable-speed air circulation arrangement and a thermostat control which will facilitate the adjustment of temperatures in the range of 24°C + 4°C;G
689;34;How often should the staff undergo medical testing, and what facilities should be provided for staff accommodation if applicable?;All staff should be medically tested once a year, and medical reports certified by a government-registered medical practitioner should be submitted.;G
690;34;What measures should be taken to prevent insect and vermin infestation in the hotel building?;Effective insect and vermin protection should be carried out throughout the building and the immediate environment;G
691;34;According to the guidelines, what safety standards should be adhered to when designing the hotel?;When designing the hotel, internationally accepted safety standards should be adhered to.;G
692;34;What regulations should the hotel comply with for differently abled guests?;"The hotel must comply with the regulations stipulated in the ""Protection of the Rights of Persons with Disabilities"" Act (gazette notification no";G
693;35;How does the hotel handle a situation where the Guest falls ill during the period of using the accommodation service?;If the Guest falls ill during the period of using the accommodation service, the Service Provider will offer medical help, and the costs will be financed by the Guest.;G
694;35;Who are the contracting parties in the service contract based on the Standard Contract Terms?;The contracting parties in the service contract based on the Standard Contract Terms are the Service Provider and the Guest.;G
695;35;In case of group bookings, what are the terms for cancellation and modification?;In case of group bookings, terms of cancellation vary: penalty-free if done 20 days in advance, 50% penalty within 19-4 days, and 100% penalty within 3 days or without cancellation.;In
696;35;"According to the ""Standard Business Terms,"" what do they regulate in relation to the Service Provider's accommodation and services?";"The ""Standard Business Terms"" regulate the use of the Service Provider's accommodation and services.";G
697;35;What family discounts are provided by the hotel for children staying in the same double bedroom with adults?;The accommodation is free for children up to 8 years old staying in the same double bedroom with two adults.;G
698;35;Are pets allowed in the hotel premises?;No pets are allowed in the Service Provider's hotel premises.;G
699;35;Are special, individual conditions part of the Standard Business Terms?;Special, individual conditions are not part of the Standard Business Terms.;In
700;35;Under what circumstances can the Service Provider charge a penalty for the accommodation service?;The Service Provider can charge a penalty for the accommodation service if the Guest fails to secure the use of accommodation services by a specified time or if there's a failure to arrive without notice.;G
701;35;Under what circumstances can the Service Provider terminate the accommodation contract with immediate effect?;The Service Provider can terminate the accommodation contract with immediate effect under specific circumstances, including the Guest misusing the hotel room or posing a threat to safety.;G
702;35;How is the contract concluded, and what happens if the Guest does not accept the offer within a specific timeframe?;The contract is concluded when the Service Provider confirms in writing the booking made by the Guest, either verbally or in writing.;In
