;Indice;Domanda ChatGTP;Risposta ChatGTP;Valutazione ChatGTP;Answer_ChatBot_Model_dot_base;Valutazione_ChatBot_Model_dot_base;Answer_ChatBot_Model_dot_local;Valutazione_ChatBot_Model_dot_local;Answer_ChatBot_Model_all_base;Valutazione_ChatBot_Model_all_base;Answer_ChatBot_Model_dot_global;Valutazione_ChatBot_Model_dot_global;DotPeriodTrue;Valutazione_DotPeriodTrue;DotPeriodFalse;Valutazione_DotPeriodFalse;AllPeriodTrue;Valutazione_AllPeriodTrue;AllPeriodFalse;Valutazione_AllPeriodFalse;Indice_single
307;16;Under what circumstances can the hotel cancel the contract?;The hotel can cancel the contract under specified circumstances, including non-payment of a contracted advance.;G; Provided the client’s right to cancel the contract within a fixed time was contracted in writing, the hotel on his part has the right to cancel the contract if there are requests from other clients for the contracted rooms and the client renounces his right to withdraw from the contract upon enquiry. Place of fulfillment and jurisdiction shall be the domicile of the hotel.;G; Provided the client’s right to cancel the contract within a fixed time was contracted in writing, the hotel on his part has the right to cancel the contract if there are requests from other clients for the contracted rooms and the client renounces his right to withdraw from the contract upon enquiry. Place of fulfillment and jurisdiction shall be the domicile of the hotel.;G; The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for cancellation.;S; Provided the client’s right to cancel the contract within a fixed time was contracted in writing, the hotel on his part has the right to cancel the contract if there are requests from other clients for the contracted rooms and the client renounces his right to withdraw from the contract upon enquiry. Place of fulfillment and jurisdiction shall be the domicile of the hotel.;G; Provided the client’s right to cancel the contract within a fixed time was contracted in writing, the hotel on his part has the right to cancel the contract if there are requests from other clients for the contracted rooms and the client renounces his right to withdraw from the contract upon enquiry. Place of fulfillment and jurisdiction shall be the domicile of the hotel.;G; Provided the client’s right to cancel the contract within a fixed time was contracted in writing, the hotel on his part has the right to cancel the contract if there are requests from other clients for the contracted rooms and the client renounces his right to withdraw from the contract upon enquiry. Place of fulfillment and jurisdiction shall be the domicile of the hotel.;G; In addition the hotel has the right to cancel contract extraordinarily due to an objective justified reason, for example if force majeure or other circumstances beyond the control of the hotel makes fulfillment of contract impossible;G; In addition the hotel has the right to cancel contract extraordinarily due to an objective justified reason, for example if force majeure or other circumstances beyond the control of the hotel makes fulfillment of contract impossible;G;307
308;16;What happens if the client does not vacate the room by 12:00 on the departure date?;"Rooms must be available to the hotel by 12:00 on the departure date; otherwise, additional charges apply.";G;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;G;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;G;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;308
309;16;How does the hotel charge for additional use of the room after the contracted departure date?;The hotel charges for additional use of the room after the contracted departure date.;G;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;S; In order to use the room and additional services the client is obliged to pay the valid price respectively the price as contracted. This also applies to services and expenses of the hotel towards third arranged by the client.;G; If the client does not use all contracted rooms and the hotel is able to sell the rooms otherwise, the hotel has to credit the room rent and as well as other saved expenditures.;S;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;G;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;G;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;G; In order to use the room and additional services the client is obliged to pay the valid price respectively the price as contracted. This also applies to services and expenses of the hotel towards third arranged by the client.;G; In order to use the room and additional services the client is obliged to pay the valid price respectively the price as contracted. This also applies to services and expenses of the hotel towards third arranged by the client.;G;309
310;16;What is the time limit for claims against the hotel, and how is it determined?;Claims against the hotel become statute-barred within one year from the beginning of the regular statutory limitation.;G;In principle, all claims against the hotel become statute-barred within one year from the beginning of the regular statutory limitation regardless knowledge according to § 199 paragraph 1 of the German Civil Code BGB (Bürgerliches Gesetzbuch). Claims for damage become statute-barred in five years regardless knowledge. Reduction of limitation shall not apply to claims based on deliberate or gross breach of duty through the hotel.;G;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;S;In principle, all claims against the hotel become statute-barred within one year from the beginning of the regular statutory limitation regardless knowledge according to § 199 paragraph 1 of the German Civil Code BGB (Bürgerliches Gesetzbuch). Claims for damage become statute-barred in five years regardless knowledge. Reduction of limitation shall not apply to claims based on deliberate or gross breach of duty through the hotel.;G;In principle, all claims against the hotel become statute-barred within one year from the beginning of the regular statutory limitation regardless knowledge according to § 199 paragraph 1 of the German Civil Code BGB (Bürgerliches Gesetzbuch). Claims for damage become statute-barred in five years regardless knowledge. Reduction of limitation shall not apply to claims based on deliberate or gross breach of duty through the hotel.;G;In principle, all claims against the hotel become statute-barred within one year from the beginning of the regular statutory limitation regardless knowledge according to § 199 paragraph 1 of the German Civil Code BGB (Bürgerliches Gesetzbuch). Claims for damage become statute-barred in five years regardless knowledge. Reduction of limitation shall not apply to claims based on deliberate or gross breach of duty through the hotel.;G;In principle, all claims against the hotel become statute-barred within one year from the beginning of the regular statutory limitation regardless knowledge according to § 199 paragraph 1 of the German Civil Code BGB (Bürgerliches Gesetzbuch). Claims for damage become statute-barred in five years regardless knowledge. Reduction of limitation shall not apply to claims based on deliberate or gross breach of duty through the hotel.;G; The client is only entitled to offset or reduce a hotel claim subject to an indisputable or legally valid claim.;G; The client is only entitled to offset or reduce a hotel claim subject to an indisputable or legally valid claim.;G;310
311;16;Can the hotel adjust prices, and under what circumstances?;The hotel can adjust prices if the time period between the contract and performance exceeds four months and the calculated price for hotel services increases.;G;The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most. The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of stay and the hotel agrees to it.;G;The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most. The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of stay and the hotel agrees to it.;G;The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most. The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of stay and the hotel agrees to it.;G;The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most. The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of stay and the hotel agrees to it.;G;The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most. The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of stay and the hotel agrees to it.;G;The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most. The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of stay and the hotel agrees to it.;G;The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most. The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of stay and the hotel agrees to it.;G;The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most. The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of stay and the hotel agrees to it.;G;311
312;16;How can the client cancel the contract, and under what conditions?;The client can cancel the contract only with prior written consent from the hotel.;G; The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for cancellation.;G; The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for cancellation.;G; The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for cancellation.;G; The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for cancellation.;G; The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for cancellation.;G; The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for cancellation.;G; Provided a rightful withdrawal from the contract the client is not entitled to claim damages.;S; The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for cancellation.;G;312
313;16;When are rooms available to the client on the arrival date, and can the client request earlier availability?;Rooms are available to the client on the contracted arrival date from 3 pm.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.;G;313
314;16;What is the extent of the hotel's liability for tangible assets of the client, and how is it calculated?;The hotel is liable for tangible assets of the client up to a hundred times the amount of the room rate, €3,500 at most, and for cash, securities, and valuables up to €800.;G;The hotel is liable for tangible assets of the client according to legal requirements, which is up to hundred (100) times the amount of the room rate, € 3,500 at the most, as well as for cash, securities and valuables up to € 800. Cash, securities and valuables can be deposited in the hotel’s main safe or in-room safe up to a maximum value of € 3,500. The hotel advises to make use of this opportunity. Liability claims expire if the client does not bring an immediate charge to the hotel (§ 703 German Civil Code BGB, Bürgerliches Gesetzbuch) upon knowledge of loss, destruction or damage. Regarding an extensive liability of the hotel aforementioned No. 1 clause 1 to 4 apply accordingly.;G;The hotel is liable for tangible assets of the client according to legal requirements, which is up to hundred (100) times the amount of the room rate, € 3,500 at the most, as well as for cash, securities and valuables up to € 800. Cash, securities and valuables can be deposited in the hotel’s main safe or in-room safe up to a maximum value of € 3,500. The hotel advises to make use of this opportunity. Liability claims expire if the client does not bring an immediate charge to the hotel (§ 703 German Civil Code BGB, Bürgerliches Gesetzbuch) upon knowledge of loss, destruction or damage. Regarding an extensive liability of the hotel aforementioned No. 1 clause 1 to 4 apply accordingly.;G; The hotel is liable with due care and diligence of a prudent businessman for its contractual obligations. The client has no right to claim for compensation. This does not apply to damage due to injury of life, body or health, if the hotel is responsible for the breach of duty, other damages based on deliberate or gross breach of duty of the hotel and damages based on deliberate or negligent offence of contractual obligations of the hotel. ;G;The hotel is liable for tangible assets of the client according to legal requirements, which is up to hundred (100) times the amount of the room rate, € 3,500 at the most, as well as for cash, securities and valuables up to € 800. Cash, securities and valuables can be deposited in the hotel’s main safe or in-room safe up to a maximum value of € 3,500. The hotel advises to make use of this opportunity. Liability claims expire if the client does not bring an immediate charge to the hotel (§ 703 German Civil Code BGB, Bürgerliches Gesetzbuch) upon knowledge of loss, destruction or damage. Regarding an extensive liability of the hotel aforementioned No. 1 clause 1 to 4 apply accordingly.;G;The hotel is liable for tangible assets of the client according to legal requirements, which is up to hundred (100) times the amount of the room rate, € 3,500 at the most, as well as for cash, securities and valuables up to € 800. Cash, securities and valuables can be deposited in the hotel’s main safe or in-room safe up to a maximum value of € 3,500. The hotel advises to make use of this opportunity. Liability claims expire if the client does not bring an immediate charge to the hotel (§ 703 German Civil Code BGB, Bürgerliches Gesetzbuch) upon knowledge of loss, destruction or damage. Regarding an extensive liability of the hotel aforementioned No. 1 clause 1 to 4 apply accordingly.;G;The hotel is liable for tangible assets of the client according to legal requirements, which is up to hundred (100) times the amount of the room rate, € 3,500 at the most, as well as for cash, securities and valuables up to € 800. Cash, securities and valuables can be deposited in the hotel’s main safe or in-room safe up to a maximum value of € 3,500. The hotel advises to make use of this opportunity. Liability claims expire if the client does not bring an immediate charge to the hotel (§ 703 German Civil Code BGB, Bürgerliches Gesetzbuch) upon knowledge of loss, destruction or damage. Regarding an extensive liability of the hotel aforementioned No. 1 clause 1 to 4 apply accordingly.;G; The hotel is liable with due care and diligence of a prudent businessman for its contractual obligations. The client has no right to claim for compensation. This does not apply to damage due to injury of life, body or health, if the hotel is responsible for the breach of duty, other damages based on deliberate or gross breach of duty of the hotel and damages based on deliberate or negligent offence of contractual obligations of the hotel. ;G;The hotel is liable for tangible assets of the client according to legal requirements, which is up to hundred (100) times the amount of the room rate, € 3,500 at the most, as well as for cash, securities and valuables up to € 800. Cash, securities and valuables can be deposited in the hotel’s main safe or in-room safe up to a maximum value of € 3,500. The hotel advises to make use of this opportunity. Liability claims expire if the client does not bring an immediate charge to the hotel (§ 703 German Civil Code BGB, Bürgerliches Gesetzbuch) upon knowledge of loss, destruction or damage. Regarding an extensive liability of the hotel aforementioned No. 1 clause 1 to 4 apply accordingly.;G;314
315;16;What are the key provisions related to alterations, payment, and jurisdiction in the hotel's terms and conditions?;Alterations or supplements to the contract must be in writing, and the place of fulfillment and payment is the seat of the hotel.;G; Alterations or supplements to the contract, the acceptance of the order or the Terms and Conditions for Hotel Accommodation must be in writing. Unilateral alterations or supplements through the client are ineffective.;G; Alterations or supplements to the contract, the acceptance of the order or the Terms and Conditions for Hotel Accommodation must be in writing. Unilateral alterations or supplements through the client are ineffective.;G; Alterations or supplements to the contract, the acceptance of the order or the Terms and Conditions for Hotel Accommodation must be in writing. Unilateral alterations or supplements through the client are ineffective.;G; General Terms & Conditions apply as follows: Conclusion of the Contract, Contracting Parties, Contract Liabilities The contract becomes effective with the hotel’s acceptance. The hotel is free to confirm the booking of rooms in written form. Contracting parties are the hotel and the client. If a third party orders on account of the client the third party is jointly and severally liable with the client for all contract obligations provided the hotel has an appropriate statement of the third party.;S; General Terms & Conditions apply as follows: Conclusion of the Contract, Contracting Parties, Contract Liabilities The contract becomes effective with the hotel’s acceptance. The hotel is free to confirm the booking of rooms in written form. Contracting parties are the hotel and the client. If a third party orders on account of the client the third party is jointly and severally liable with the client for all contract obligations provided the hotel has an appropriate statement of the third party.;S; Alterations or supplements to the contract, the acceptance of the order or the Terms and Conditions for Hotel Accommodation must be in writing. Unilateral alterations or supplements through the client are ineffective.;G; Alterations or supplements to the contract, the acceptance of the order or the Terms and Conditions for Hotel Accommodation must be in writing. Unilateral alterations or supplements through the client are ineffective.;G; Alterations or supplements to the contract, the acceptance of the order or the Terms and Conditions for Hotel Accommodation must be in writing. Unilateral alterations or supplements through the client are ineffective.;G;315
316;16;Under what conditions can the hotel charge an advance payment or bail?;The hotel can charge an appropriate advance payment or bail upon the conclusion of the contract or later.;G; The hotel reserves the right to charge an appropriate advance payment or bail upon conclusion of the contract or later with regard to legal terms of all-inclusive traveling. The amount of the advance payment and payment date must be contracted in writing.;G; The hotel reserves the right to charge an appropriate advance payment or bail upon conclusion of the contract or later with regard to legal terms of all-inclusive traveling. The amount of the advance payment and payment date must be contracted in writing.;G; The hotel reserves the right to charge an appropriate advance payment or bail upon conclusion of the contract or later with regard to legal terms of all-inclusive traveling. The amount of the advance payment and payment date must be contracted in writing.;G; The hotel reserves the right to charge an appropriate advance payment or bail upon conclusion of the contract or later with regard to legal terms of all-inclusive traveling. The amount of the advance payment and payment date must be contracted in writing.;G; The hotel reserves the right to charge an appropriate advance payment or bail upon conclusion of the contract or later with regard to legal terms of all-inclusive traveling. The amount of the advance payment and payment date must be contracted in writing.;G; The hotel reserves the right to charge an appropriate advance payment or bail upon conclusion of the contract or later with regard to legal terms of all-inclusive traveling. The amount of the advance payment and payment date must be contracted in writing.;G; The hotel reserves the right to charge an appropriate advance payment or bail upon conclusion of the contract or later with regard to legal terms of all-inclusive traveling. The amount of the advance payment and payment date must be contracted in writing.;G; The hotel reserves the right to charge an appropriate advance payment or bail upon conclusion of the contract or later with regard to legal terms of all-inclusive traveling. The amount of the advance payment and payment date must be contracted in writing.;G;316
317;16;When does the hotel contract become effective?;The hotel contract becomes effective with the hotel's acceptance.;G; Without delay the hotel has to inform the client about the execution of the right of withdrawal.;S; General Terms & Conditions apply as follows: Conclusion of the Contract, Contracting Parties, Contract Liabilities The contract becomes effective with the hotel’s acceptance. The hotel is free to confirm the booking of rooms in written form. Contracting parties are the hotel and the client. If a third party orders on account of the client the third party is jointly and severally liable with the client for all contract obligations provided the hotel has an appropriate statement of the third party.;G; General Terms & Conditions apply as follows: Conclusion of the Contract, Contracting Parties, Contract Liabilities The contract becomes effective with the hotel’s acceptance. The hotel is free to confirm the booking of rooms in written form. Contracting parties are the hotel and the client. If a third party orders on account of the client the third party is jointly and severally liable with the client for all contract obligations provided the hotel has an appropriate statement of the third party.;G;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;S;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;S;Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.;S; General Terms & Conditions apply as follows: Conclusion of the Contract, Contracting Parties, Contract Liabilities The contract becomes effective with the hotel’s acceptance. The hotel is free to confirm the booking of rooms in written form. Contracting parties are the hotel and the client. If a third party orders on account of the client the third party is jointly and severally liable with the client for all contract obligations provided the hotel has an appropriate statement of the third party.;G; General Terms & Conditions apply as follows: Conclusion of the Contract, Contracting Parties, Contract Liabilities The contract becomes effective with the hotel’s acceptance. The hotel is free to confirm the booking of rooms in written form. Contracting parties are the hotel and the client. If a third party orders on account of the client the third party is jointly and severally liable with the client for all contract obligations provided the hotel has an appropriate statement of the third party.;G;317
318;16;What penalties can the hotel charge in case of late payment?;In case of delayed payment, the hotel has the right to charge penal interest.;In;Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the right to proof greater damage.;G;Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the right to proof greater damage.;G;Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the right to proof greater damage.;G;Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the right to proof greater damage.;G;Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the right to proof greater damage.;G;Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the right to proof greater damage.;G;Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the right to proof greater damage.;G;Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the right to proof greater damage.;G;318
319;16;What is the hotel's obligation regarding room availability for the client?;The hotel is obliged to have the rooms ready for the client as contracted.;G; The hotel is obliged to have the rooms ready for the client and to provide the service as contracted.;G; The hotel is obliged to have the rooms ready for the client and to provide the service as contracted.;G; The hotel is obliged to have the rooms ready for the client and to provide the service as contracted.;G; The hotel is obliged to have the rooms ready for the client and to provide the service as contracted.;G; The hotel is obliged to have the rooms ready for the client and to provide the service as contracted.;G; The hotel is obliged to have the rooms ready for the client and to provide the service as contracted.;G; The hotel is obliged to have the rooms ready for the client and to provide the service as contracted.;G; The hotel is obliged to have the rooms ready for the client and to provide the service as contracted.;G;319
320;17;How will the hotel communicate emergency or health crisis situations to clients, as stated in Article 18.1?;In Article 18.1, the hotel will announce emergency or health crisis situations on its website so that clients are aware of the measures to be adopted.;G; In the event that the Authorities declare an emergency or health crisis situation that affects the normal running of our Hotel, this will be announced on our web page so that, as a Client, you are aware of the measures to be adopted and comply with them.;G; In the event that the Authorities declare an emergency or health crisis situation that affects the normal running of our Hotel, this will be announced on our web page so that, as a Client, you are aware of the measures to be adopted and comply with them.;G; In the event that the Authorities declare an emergency or health crisis situation that affects the normal running of our Hotel, this will be announced on our web page so that, as a Client, you are aware of the measures to be adopted and comply with them.;G; In the event that the Authorities declare an emergency or health crisis situation that affects the normal running of our Hotel, this will be announced on our web page so that, as a Client, you are aware of the measures to be adopted and comply with them.;G; In the event that the Authorities declare an emergency or health crisis situation that affects the normal running of our Hotel, this will be announced on our web page so that, as a Client, you are aware of the measures to be adopted and comply with them.;G; In the event that the Authorities declare an emergency or health crisis situation that affects the normal running of our Hotel, this will be announced on our web page so that, as a Client, you are aware of the measures to be adopted and comply with them.;G; In the event that the Authorities declare an emergency or health crisis situation that affects the normal running of our Hotel, this will be announced on our web page so that, as a Client, you are aware of the measures to be adopted and comply with them.;G; In the event that the Authorities declare an emergency or health crisis situation that affects the normal running of our Hotel, this will be announced on our web page so that, as a Client, you are aware of the measures to be adopted and comply with them.;G;320
